slug,name,location,region,city,lat,lng,country,country_slug,url,day,time,distance,type
workmansbeach,Workman’s Beach parkrun,Workman’s Beach,Queensland,Toolooa,-24.211762,151.913142,Australia,australia,https://www.parkrun.com.au/workmansbeach/,Saturday,,5 km,parkrun
woywoy,Woy Woy parkrun,Lions Park,New South Wales,Blackwall,-33.484787,151.336038,Australia,australia,https://www.parkrun.com.au/woywoy/,Saturday,,5 km,parkrun
wyndhamvale,Wyndham Vale parkrun,Presidents Park,Victoria,Tarneit,-37.881655,144.634532,Australia,australia,https://www.parkrun.com.au/wyndhamvale/,Saturday,,5 km,parkrun
wynnum,Wynnum parkrun,"Wynnum Manly Foreshore, QLD",Queensland,Wynnum,-27.442933,153.177898,Australia,australia,https://www.parkrun.com.au/wynnum/,Saturday,,5 km,parkrun
wynyardforeshore,Wynyard Foreshore parkrun,East Wynyard Foreshore,Tasmania,Wynyard,-40.98771,145.738245,Australia,australia,https://www.parkrun.com.au/wynyardforeshore/,Saturday,,5 km,parkrun
yackandandahrailtrail,Yackandandah Rail Trail parkrun,Yackandandah Rail Trail,Victoria,Wodonga,-36.316082,146.838391,Australia,australia,https://www.parkrun.com.au/yackandandahrailtrail/,Saturday,,5 km,parkrun
yamba,Yamba parkrun,Ford Park,New South Wales,Maclean,-29.435742,153.357271,Australia,australia,https://www.parkrun.com.au/yamba/,Saturday,,5 km,parkrun
yarrabilba,Yarrabilba parkrun,Darlington Parklands,Queensland,Chambers Flat,-27.80288,153.10409,Australia,australia,https://www.parkrun.com.au/yarrabilba/,Saturday,,5 km,parkrun
yeldulknieweirtrail,Yeldulknie Weir Trail parkrun,Yeldulknie Weir Trail,South Australia,Cleve,-33.70206,136.50305,Australia,australia,https://www.parkrun.com.au/yeldulknieweirtrail/,Saturday,,5 km,parkrun
yeppoon,Yeppoon parkrun,Yeppoon,Queensland,Yeppoon,-23.128177,150.739086,Australia,australia,https://www.parkrun.com.au/yeppoon/,Saturday,,5 km,parkrun
yokine,Yokine parkrun,Yokine Reserve,Western Australia,Coolbinia,-31.911504,115.86113,Australia,australia,https://www.parkrun.com.au/yokine/,Saturday,,5 km,parkrun
youyangs,You Yangs parkrun,You Yangs Regional Park,Victoria,Lara,-37.953582,144.40047,Australia,australia,https://www.parkrun.com.au/youyangs/,Saturday,,5 km,parkrun
yowie,Yowie parkrun,Yowie Park,Queensland,Woodford,-26.947949,152.562585,Australia,australia,https://www.parkrun.com.au/yowie/,Saturday,,5 km,parkrun
zeehangolfclub,Zeehan Golf Club parkrun,Zeehan Golf Club,Tasmania,Rosebery,-41.889891,145.322678,Australia,australia,https://www.parkrun.com.au/zeehangolfclub/,Saturday,,5 km,parkrun
zillmere,Zillmere parkrun,O‘Callaghan Park,Queensland,Zillmere,-27.361066,153.041015,Australia,australia,https://www.parkrun.com.au/zillmere/,Saturday,,5 km,parkrun
anderson,Anderson parkrun,Anderson Park,Hawke's Bay,Taradale,-39.522869,176.864169,New Zealand,new-zealand,https://www.parkrun.co.nz/anderson/,Saturday,,5 km,parkrun
araharakeke,Ara Harakeke parkrun,Ara Harakeke Pathway,Wellington,Porirua,-41.075446,174.874347,New Zealand,new-zealand,https://www.parkrun.co.nz/araharakeke/,Saturday,,5 km,parkrun
ashburtondomain,Ashburton Domain parkrun,Ashburton Domain,Canterbury,Ashburton,-43.894839,171.751749,New Zealand,new-zealand,https://www.parkrun.co.nz/ashburtondomain/,Saturday,,5 km,parkrun
balclutha,Balclutha parkrun,Naish Park,Otago,Balclutha,-46.238883,169.731177,New Zealand,new-zealand,https://www.parkrun.co.nz/balclutha/,Saturday,,5 km,parkrun
barrycurtis,Barry Curtis parkrun,Barry Curtis Park,Auckland,Manukau City,-36.9597,174.914382,New Zealand,new-zealand,https://www.parkrun.co.nz/barrycurtis/,Saturday,,5 km,parkrun
blenheim,Blenheim parkrun,Blenheim,Marlborough,Blenheim,-41.511842,173.95879,New Zealand,new-zealand,https://www.parkrun.co.nz/blenheim/,Saturday,,5 km,parkrun
broadpark,Broad Park parkrun,Broad Park,Canterbury,Christchurch,-43.483997,172.722052,New Zealand,new-zealand,https://www.parkrun.co.nz/broadpark/,Saturday,,5 km,parkrun
cambridgenz,Cambridge NZ parkrun,Avantidrome,Waikato,Cambridge,-37.890281,175.435891,New Zealand,new-zealand,https://www.parkrun.co.nz/cambridgenz/,Saturday,,5 km,parkrun
carolinebay,Caroline Bay parkrun,Caroline Bay,Canterbury,Timaru,-44.391483,171.248407,New Zealand,new-zealand,https://www.parkrun.co.nz/carolinebay/,Saturday,,5 km,parkrun
cornwallpark,Cornwall Park parkrun,"Cornwall Park, Auckland, New Zealand",Auckland,Auckland,-36.895495,174.789414,New Zealand,new-zealand,https://www.parkrun.co.nz/cornwallpark/,Saturday,,5 km,parkrun
dunedin,Dunedin parkrun,Dunedin Botanic Garden,Otago,Dunedin,-45.857088,170.519225,New Zealand,new-zealand,https://www.parkrun.co.nz/dunedin/,Saturday,,5 km,parkrun
eastend,"East End parkrun, New Plymouth",Nobs Line,Taranaki,New Plymouth,-39.048356,174.093589,New Zealand,new-zealand,https://www.parkrun.co.nz/eastend/,Saturday,,5 km,parkrun
eastotagohighschool,East Otago High School parkrun,East Otago High School,Otago,Portobello,-45.479897,170.720595,New Zealand,new-zealand,https://www.parkrun.co.nz/eastotagohighschool/,Saturday,,5 km,parkrun
flaxmere,Flaxmere parkrun,Flaxmere Park,Hawke's Bay,Hastings,-39.62549,176.789073,New Zealand,new-zealand,https://www.parkrun.co.nz/flaxmere/,Saturday,,5 km,parkrun
foster,Foster parkrun,Foster Park,Canterbury,Rolleston,-43.608599,172.385129,New Zealand,new-zealand,https://www.parkrun.co.nz/foster/,Saturday,,5 km,parkrun
gisborne,Gisborne parkrun,Waikanae Beach Playground,Gisborne,Gisborne,-38.671021,178.018082,New Zealand,new-zealand,https://www.parkrun.co.nz/gisborne/,Saturday,,5 km,parkrun
gordoncarmichaelreserve,Gordon Carmichael Reserve parkrun,Gordon Carmichael Reserve,Bay of Plenty,Tauranga,-37.687581,176.119443,New Zealand,new-zealand,https://www.parkrun.co.nz/gordoncarmichaelreserve/,Saturday,,5 km,parkrun
gordonsprattreserve,Gordon Spratt Reserve parkrun,Gordon Spratt Reserve,Bay of Plenty,Tauranga,-37.70944,176.30556,New Zealand,new-zealand,https://www.parkrun.co.nz/gordonsprattreserve/,Saturday,,5 km,parkrun
greytownwoodsidetrail,Greytown Woodside Trail parkrun,Greytown Woodside Trail,Wellington,Masterton,-41.067449,175.403236,New Zealand,new-zealand,https://www.parkrun.co.nz/greytownwoodsidetrail/,Saturday,,5 km,parkrun
hagley,Hagley parkrun,North Hagley Park,Canterbury,Christchurch,-43.528594,172.62282,New Zealand,new-zealand,https://www.parkrun.co.nz/hagley/,Saturday,,5 km,parkrun
halswellquarry,Halswell Quarry parkrun,Halswell Quarry,Canterbury,Prebbleton,-43.599389,172.579997,New Zealand,new-zealand,https://www.parkrun.co.nz/halswellquarry/,Saturday,,5 km,parkrun
hamiltonlake,Hamilton Lake parkrun,Hamilton Lake,Waikato,Hamilton,-37.799693,175.272381,New Zealand,new-zealand,https://www.parkrun.co.nz/hamiltonlake/,Saturday,,5 km,parkrun
hamiltonpark,"Hamilton Park parkrun, Gore",Hamilton Park,Southland,Gore,-46.095775,168.958159,New Zealand,new-zealand,https://www.parkrun.co.nz/hamiltonpark/,Saturday,,5 km,parkrun
hanmerforest,Hanmer Forest parkrun,Hanmer Forest,Canterbury,Amberley,-42.526529,172.833177,New Zealand,new-zealand,https://www.parkrun.co.nz/hanmerforest/,Saturday,,5 km,parkrun
henleylake,Henley Lake parkrun,Henley Lake,Wellington,Masterton,-40.951913,175.677348,New Zealand,new-zealand,https://www.parkrun.co.nz/henleylake/,Saturday,,5 km,parkrun
hobsonvillepoint,Hobsonville Point parkrun,Hobsonville Point,Auckland,North Shore,-36.790147,174.672716,New Zealand,new-zealand,https://www.parkrun.co.nz/hobsonvillepoint/,Saturday,,5 km,parkrun
invercargill,Invercargill parkrun,Queens Park,Southland,Invercargill,-46.404097,168.356606,New Zealand,new-zealand,https://www.parkrun.co.nz/invercargill/,Saturday,,5 km,parkrun
kapiticoast,Kapiti Coast parkrun,Otaihanga Domain,Wellington,Paraparaumu,-40.877245,175.019587,New Zealand,new-zealand,https://www.parkrun.co.nz/kapiticoast/,Saturday,,5 km,parkrun
karamustream,Karamu Stream parkrun,Karamu Stream,Hawke's Bay,Hastings,-39.668695,176.874319,New Zealand,new-zealand,https://www.parkrun.co.nz/karamustream/,Saturday,,5 km,parkrun
lakedunstan,Lake Dunstan parkrun,Lake Dunstan Trail,Otago,Wanaka,-45.043898,169.214211,New Zealand,new-zealand,https://www.parkrun.co.nz/lakedunstan/,Saturday,,5 km,parkrun
lake2laketrail,Lake2Lake Trail parkrun,Lake2Lake Cycle Trail,Southland,Te Anau,-45.442115,167.688869,New Zealand,new-zealand,https://www.parkrun.co.nz/lake2laketrail/,Saturday,,5 km,parkrun
lostlagoon,Lost Lagoon parkrun,Lost Lagoon,West Coast,Westport,-41.743882,171.596129,New Zealand,new-zealand,https://www.parkrun.co.nz/lostlagoon/,Saturday,,5 km,parkrun
lowerhutt,Lower Hutt parkrun,"Strand Park, Lowerhutt",Wellington,Lower Hutt,-41.210738,174.899498,New Zealand,new-zealand,https://www.parkrun.co.nz/lowerhutt/,Saturday,,5 km,parkrun
mandeville,Mandeville parkrun,Mandeville,Canterbury,Kaiapoi,-43.387793,172.533266,New Zealand,new-zealand,https://www.parkrun.co.nz/mandeville/,Saturday,,5 km,parkrun
mangawheroriverwalkohakune,"Mangawhero River Walk parkrun, Ohakune","Mangawhero River Walk, Ohakune",Manawatu-Wanganui,Waiouru,-39.414945,175.397451,New Zealand,new-zealand,https://www.parkrun.co.nz/mangawheroriverwalkohakune/,Saturday,,5 km,parkrun
millwater,Millwater parkrun,Millwater Parkway,Auckland,Rothesay Bay,-36.602838,174.679409,New Zealand,new-zealand,https://www.parkrun.co.nz/millwater/,Saturday,,5 km,parkrun
moanapointreserve,Moana Point Reserve parkrun,Moana Point Reserve,Waikato,Whangamata,-37.197017,175.862373,New Zealand,new-zealand,https://www.parkrun.co.nz/moanapointreserve/,Saturday,,5 km,parkrun
morrinsvillerecreationground,Morrinsville Recreation Ground parkrun,Morrinsville Recreation Ground,Waikato,Cambridge,-37.663175,175.526212,New Zealand,new-zealand,https://www.parkrun.co.nz/morrinsvillerecreationground/,Saturday,,5 km,parkrun
motuekabeachreserve,Motueka Beach Reserve parkrun,Motueka Beach Reserve,Tasman,Motueka,-41.136117,173.022733,New Zealand,new-zealand,https://www.parkrun.co.nz/motuekabeachreserve/,Saturday,,5 km,parkrun
nealepark,Neale Park parkrun,Neale Park,Nelson,Nelson,-41.262522,173.294553,New Zealand,new-zealand,https://www.parkrun.co.nz/nealepark/,Saturday,,5 km,parkrun
northernpathway,Northern Pathway parkrun,Northern Pathway,Auckland,Rothesay Bay,-36.728682,174.713764,New Zealand,new-zealand,https://www.parkrun.co.nz/northernpathway/,Saturday,,5 km,parkrun
otagocentralrailtrailalexandra,"Otago Central Rail Trail parkrun, Alexandra","Otago Central Rail Trail, Alexandra",Otago,Wanaka,-45.236725,169.384943,New Zealand,new-zealand,https://www.parkrun.co.nz/otagocentralrailtrailalexandra/,Saturday,,5 km,parkrun
owairaka,Owairaka parkrun,Owairaka Park,Auckland,Auckland,-36.896454,174.722758,New Zealand,new-zealand,https://www.parkrun.co.nz/owairaka/,Saturday,,5 km,parkrun
palmerstonnorth,Palmerston North parkrun,Palmerston North,Manawatu-Wanganui,Palmerston North,-40.372724,175.622671,New Zealand,new-zealand,https://www.parkrun.co.nz/palmerstonnorth/,Saturday,,5 km,parkrun
parrspark,Parrs Park parkrun,Parrs Park,Auckland,Waitakere,-36.904598,174.630589,New Zealand,new-zealand,https://www.parkrun.co.nz/parrspark/,Saturday,,5 km,parkrun
pegasus,Pegasus parkrun,Lake Pegasus,Canterbury,Woodend,-43.310381,172.695338,New Zealand,new-zealand,https://www.parkrun.co.nz/pegasus/,Saturday,,5 km,parkrun
porirua,Porirua parkrun,Bothamley Park,Wellington,Porirua,-41.134246,174.854161,New Zealand,new-zealand,https://www.parkrun.co.nz/porirua/,Saturday,,5 km,parkrun
puarenga,Puarenga parkrun,Puarenga Park,Bay of Plenty,Rotorua,-38.145483,176.263229,New Zealand,new-zealand,https://www.parkrun.co.nz/puarenga/,Saturday,,5 km,parkrun
queenstown,Queenstown parkrun,Queenstown Beachfront and Gardens,Otago,Queenstown,-45.033598,168.661454,New Zealand,new-zealand,https://www.parkrun.co.nz/queenstown/,Saturday,,5 km,parkrun
raumangastream,Raumanga Stream parkrun,Raumanga Stream,Northland,Whangarei,-35.738171,174.309155,New Zealand,new-zealand,https://www.parkrun.co.nz/raumangastream/,Saturday,,5 km,parkrun
riverlution,Riverlution parkrun,Riverlution,Canterbury,Christchurch,-43.521325,172.659856,New Zealand,new-zealand,https://www.parkrun.co.nz/riverlution/,Saturday,,5 km,parkrun
russellpark,Russell Park parkrun,Russell Park,Hawke's Bay,Hastings,-39.992327,176.558012,New Zealand,new-zealand,https://www.parkrun.co.nz/russellpark/,Saturday,,5 km,parkrun
scarborough,Scarborough parkrun,Scarborough,Canterbury,Christchurch,-43.57302,172.769775,New Zealand,new-zealand,https://www.parkrun.co.nz/scarborough/,Saturday,,5 km,parkrun
sherwoodreserve,Sherwood Reserve parkrun,Sherwood Reserve,Auckland,Rothesay Bay,-36.717634,174.736541,New Zealand,new-zealand,https://www.parkrun.co.nz/sherwoodreserve/,Saturday,,5 km,parkrun
southendreserve,South End Reserve parkrun,South End Reserve,Waikato,Tairua,-37.02786,175.871613,New Zealand,new-zealand,https://www.parkrun.co.nz/southendreserve/,Saturday,,5 km,parkrun
southernpath,Southern Path parkrun,Southern Path,Auckland,Takanini,-37.04751,174.913971,New Zealand,new-zealand,https://www.parkrun.co.nz/southernpath/,Saturday,,5 km,parkrun
taupo,Taupō parkrun,Two Mile Bay Reserve,Waikato,Taupo,-38.715183,176.081348,New Zealand,new-zealand,https://www.parkrun.co.nz/taupo/,Saturday,,5 km,parkrun
tauranga,Tauranga parkrun,Kopurererua Valley Reserve,Bay of Plenty,Tauranga,-37.703937,176.14702,New Zealand,new-zealand,https://www.parkrun.co.nz/tauranga/,Saturday,,5 km,parkrun
teawa,Te Awa parkrun,Te Awa,Waikato,Ngaruawahia,-37.680844,175.171911,New Zealand,new-zealand,https://www.parkrun.co.nz/teawa/,Saturday,,5 km,parkrun
trenthammemorial,Trentham Memorial parkrun,Trentham Memorial,Wellington,Upper Hutt,-41.13057,175.031273,New Zealand,new-zealand,https://www.parkrun.co.nz/trenthammemorial/,Saturday,,5 km,parkrun
tuffcraterreserve,Tuff Crater Reserve parkrun,Tuff Crater Reserve,Auckland,North Shore,-36.802002,174.757418,New Zealand,new-zealand,https://www.parkrun.co.nz/tuffcraterreserve/,Saturday,,5 km,parkrun
universityofwaikato,University of Waikato parkrun,University of Waikato,Waikato,Hamilton,-37.787436,175.316456,New Zealand,new-zealand,https://www.parkrun.co.nz/universityofwaikato/,Saturday,,5 km,parkrun
waitangi,Waitangi parkrun,Waitangi Pathway,Wellington,Wellington,-41.291725,174.785758,New Zealand,new-zealand,https://www.parkrun.co.nz/waitangi/,Saturday,,5 km,parkrun
wanaka,Wanaka parkrun,Wanaka Station Park,Otago,Wanaka,-44.699987,169.116607,New Zealand,new-zealand,https://www.parkrun.co.nz/wanaka/,Saturday,,5 km,parkrun
warkworthshowgrounds,Warkworth Showgrounds parkrun,Warkworth Showgrounds,Auckland,Warkworth,-36.389602,174.654358,New Zealand,new-zealand,https://www.parkrun.co.nz/warkworthshowgrounds/,Saturday,,5 km,parkrun
westernsprings,Western Springs parkrun,Western Springs Park,Auckland,Auckland,-36.865137,174.720411,New Zealand,new-zealand,https://www.parkrun.co.nz/westernsprings/,Saturday,,5 km,parkrun
whakatanegardens,Whakatane Gardens parkrun,Whakatane Gardens,Bay of Plenty,Whakatane,-37.949259,176.987902,New Zealand,new-zealand,https://www.parkrun.co.nz/whakatanegardens/,Saturday,,5 km,parkrun
whanganuiriverbank,Whanganui Riverbank parkrun,Whanganui Riverbank,Manawatu-Wanganui,Wanganui,-39.946268,175.041195,New Zealand,new-zealand,https://www.parkrun.co.nz/whanganuiriverbank/,Saturday,,5 km,parkrun
whangarei,Whangarei parkrun,Whangarei,Northland,Whangarei,-35.734968,174.334078,New Zealand,new-zealand,https://www.parkrun.co.nz/whangarei/,Saturday,,5 km,parkrun
oamarupublicgardens,Ōamaru Public Gardens parkrun,Ōamaru Public Gardens,Otago,Oamaru,-45.098254,170.959005,New Zealand,new-zealand,https://www.parkrun.co.nz/oamarupublicgardens/,Saturday,,5 km,parkrun
opahekepark,Ōpaheke Park parkrun,Ōpaheke Park,Auckland,Papakura,-37.085808,174.953833,New Zealand,new-zealand,https://www.parkrun.co.nz/opahekepark/,Saturday,,5 km,parkrun
orouariverwalkway,Ōroua River Walkway parkrun,Ōroua River Walkway,Manawatu-Wanganui,Palmerston North,-40.234658,175.582634,New Zealand,new-zealand,https://www.parkrun.co.nz/orouariverwalkway/,Saturday,,5 km,parkrun
orakeibay,Ōrākei Bay parkrun,Ōrākei Bay,Auckland,Auckland,-36.863563,174.812349,New Zealand,new-zealand,https://www.parkrun.co.nz/orakeibay/,Saturday,,5 km,parkrun
otakiriver,Ōtaki River parkrun,Ōtaki River,Wellington,Otaki,-40.771022,175.148119,New Zealand,new-zealand,https://www.parkrun.co.nz/otakiriver/,Saturday,,5 km,parkrun
